x	y
0.083710	56582.310374
0.169485	96467.159512
0.152938	100505.134547
0.204556	72089.514443
0.112362	79887.336299
0.111405	91254.782288
0.074311	88308.610310
0.184798	86640.592032
0.061745	115098.020761
0.190879	47460.510408
0.066089	27397.928017
0.182177	52802.101909
0.261692	108140.907891
0.290777	124790.055330
0.068352	60036.717323
0.351041	125331.307012
0.096682	83135.533713
0.176990	81678.865302
0.183196	90254.235915
0.091712	129830.295421
0.247953	134674.970522
0.077112	52686.161236
0.139234	51698.854792
0.289755	81811.085065
0.127559	74140.730551
0.191187	87108.971752
0.173248	88814.842326
0.228252	70763.403992
0.212344	97423.654352
0.241843	58004.743256
0.158644	93462.672080
0.264510	33065.996384
0.190697	99168.323528
0.214518	67099.457042
0.054866	56239.983044
0.188961	129670.325859
0.276413	37398.115377
0.094099	98593.689250
0.095407	100008.835473
0.197623	35521.311613
0.228412	89816.841785
0.120776	63789.676713
0.141516	123183.863651
0.157643	72616.233498
0.177447	63354.704680
0.260651	105701.739796
0.199591	84735.747641
0.170399	32171.132711
0.254035	93474.680104
0.162092	120247.672134
0.129805	103564.249686
0.254901	69258.919899
0.097343	50386.304366
0.199621	38209.474983
0.294530	108256.439143
0.285520	109379.843713
0.080265	78983.440971
0.115663	43233.920899
0.174554	47174.505821
0.148539	84048.675825
0.111741	107953.958360
0.130191	120594.311365
0.137652	114874.924507
0.121221	29909.869135
0.239041	36114.834595
0.202774	55138.120185
0.125563	94609.394576
0.216270	101284.498096
0.160233	103935.028244
0.260555	68613.453950
0.093831	82583.010001
0.206247	38881.210262
0.310073	55920.926414
0.165016	47932.716190
0.082832	43427.087782
0.090327	85652.635907
0.216914	75662.981882
0.200957	44387.781264
0.078805	46351.665321
0.089472	73564.671741
0.178645	92084.004686
0.214031	44126.940523
0.111008	102637.180244
0.104853	82043.691144
0.128333	122243.874106
0.210862	86397.845790
0.117215	120242.622969
0.074024	33102.491929
0.147875	75570.756903
0.172395	65019.825794
0.158716	73211.795070
0.136380	47090.173335
0.117458	85428.792355
0.133847	122805.799998
0.088183	100728.665776
0.121893	75579.257735
0.206169	76491.469924
0.077263	93305.951582
0.139874	79218.059463
0.075590	68681.560824
0.079342	116277.061029
0.059080	50763.204572
0.068528	49866.026763
0.086524	112715.480680
0.073336	91085.497832
0.083312	89163.676798
0.115671	60694.432524
0.247049	127860.900131
0.246597	32932.054715
0.249715	63123.757727
0.169514	68269.356462
0.220063	108974.123580
0.239641	101277.339695
0.105171	74592.535763
0.121183	93954.123582
0.151230	47953.772277
0.186382	32455.839642
0.065527	81998.184267
0.085474	75779.314086
0.074995	64469.413529
0.231220	77405.686788
0.177110	101423.611580
0.084375	55574.873022
0.211900	105479.756154
0.215840	64284.879867
0.178008	102875.071001
0.185209	73398.422701
0.213922	48009.976482
0.083439	107085.410254
0.159801	70551.529741
0.097026	94844.347711
0.170572	49924.386877
0.263789	75613.388353
0.066332	92497.985851
0.217715	67724.782303
0.111124	72951.669047
0.135191	88912.726644
0.107630	76856.975119
0.076651	56085.800692
0.128620	114868.972979
0.236643	82809.534863
0.264045	93994.962675
0.143143	70567.961518
0.117045	84611.958668
0.142956	49259.838777
0.098513	70093.941925
0.067693	84920.539418
0.099049	46885.407540
0.060886	92334.500791
0.195732	107736.569613
0.080798	82840.413776
0.204456	110257.526943
0.168403	94694.850714
0.149668	81141.971068
0.056704	115028.691656
0.088064	45708.249537
0.197045	40032.819220
0.261008	49165.736719
0.128188	103647.453499
0.225132	85479.333345
0.179742	36136.542026
0.060583	63019.294417
0.108777	109401.202645
0.209488	89582.754741
0.161944	94922.373973
0.178645	111588.627092
0.294831	61991.276898
0.211239	96190.201270
0.173683	50384.503070
0.141040	141537.876836
0.193454	85316.737084
0.227183	109972.005609
0.062919	117338.354427
0.142896	106620.466124
0.112497	97526.604980
0.201949	88059.644705
0.215909	59624.082460
0.172219	58655.647784
0.176315	61412.468914
0.156133	67858.262281
0.117858	103041.271533
0.281589	90499.061434
0.084133	59522.666558
0.194699	121570.466709
0.293639	94656.585321
0.267155	76602.135075
0.076759	61232.188516
0.345892	64176.082800
0.215090	86179.306197
0.183370	112858.412018
0.151173	63225.053302
0.207430	63676.394503
0.279502	77705.535091
0.122132	94556.550120
0.184328	116608.610222
0.140063	51354.422762
0.239450	58157.644009
0.248299	77423.253039
0.234894	92314.606419
0.059209	96448.485310
0.159607	125504.387522
0.066751	56927.679108
0.211109	34505.403377
0.192028	87322.088023
0.221376	81688.756230
0.150520	74125.851153
0.102076	55266.575733
0.057207	48092.031290
0.180728	99969.321201
0.066543	96882.428105
0.060519	92229.302048
0.081370	62301.641465
0.137136	84046.214423
0.054815	50725.241672
0.164516	74260.024404
0.098020	56271.839600
0.234950	105620.701270
0.158831	101843.101282
0.086301	95276.005585
0.135910	80777.659519
0.121730	104801.914692
0.095000	86509.794822
0.091554	77063.453839
0.098942	57142.439414
0.177333	56173.367397
0.094741	71146.894304
0.235892	88322.220199
0.196539	107339.604706
0.261445	88318.076722
0.087416	116945.165705
0.236282	63170.040765
0.245852	61559.382949
0.085489	100593.137755
0.133528	95533.251246
0.252997	63453.231563
0.188977	87681.182741
0.099014	85519.075599
0.217074	132451.427871
0.230997	103851.397900
0.122868	40770.521283
0.174396	152447.109412
0.231109	90448.195174
0.076271	56805.258906
0.056085	72519.239873
0.113743	47238.051536
0.240610	127266.092761
0.238684	90475.047036
0.177046	111598.665038
0.310742	101850.851756
0.112629	65831.559205
0.150591	31305.181478
0.165757	101937.116060
0.097931	113121.660777
0.082917	44457.650006
0.083354	119177.039099
0.308712	87888.874976
0.129964	101828.967901
0.107822	98207.101473
0.109857	74188.796858
0.076819	99585.014487
0.052233	74817.246610
0.156247	77177.711155
0.133683	105467.851863
0.066028	34440.820056
0.187671	84994.607092
0.074316	129001.462847
0.155971	112539.896334
0.206956	113595.145362
0.258085	141290.820711
0.089153	60569.450671
0.239974	143024.201442
0.138923	127901.158671
0.069144	84977.332664
0.291545	62774.396006
0.110718	106779.435816
0.067640	105790.308479
0.080265	57920.093342
0.078659	74730.915375
0.174764	85654.277806
0.134921	88778.445952
0.221499	64435.463907
0.075371	100020.086038
0.238889	86640.438751
0.069567	76269.177177
0.171749	69208.453610
0.174160	131771.060656
0.264397	50442.793066
0.153618	70289.141822
0.061322	89079.239717
0.083811	79727.775066
0.143210	93547.217318
0.118123	77185.927710
0.143891	94572.587568
0.209702	41125.261388
0.124623	37076.813457
0.122682	78900.764781
0.107358	68636.722117
0.107446	51331.869579
0.074254	105895.186274
0.275753	75492.037537
0.061006	51967.150648
0.132832	87414.917660
0.091110	70559.934071
0.201937	72489.645308
0.166715	69794.936869
0.133276	136166.650227
0.080358	97738.729091
0.333331	51220.187203
0.185432	136450.521625
0.137747	111876.266512
0.175800	67439.332129
0.149688	61109.232076
0.156390	98675.331916
0.162662	121937.349803
0.162790	50170.138893
0.273782	77142.262985
0.162862	57999.642927
0.055269	118144.070786
0.159856	133882.299767
0.087174	83643.549757
0.197011	62805.991592
0.156437	45231.089572
0.188257	35282.377653
0.172882	52363.163896
0.274482	86390.303519
0.305855	60990.994486
0.157566	80294.387784
0.071225	100229.621164
0.242187	52903.745862
0.113460	118667.660097
0.053470	90797.475626
0.227287	120871.882354
0.262064	48001.527706
0.165987	114258.350870
0.167766	105509.795733
0.050458	97560.274306
0.130542	60526.890905
0.234869	79439.993740
0.207197	91975.170555
0.073437	43085.792802
0.151608	127054.649164
0.137998	78236.152007
0.083851	92011.757711
0.053868	119163.401788
0.325974	106026.221789
0.254641	153136.891295
0.113603	94919.584044
0.184491	61364.175232
0.142329	73746.076900
0.201785	61104.281145
0.230315	91924.833372
0.357180	100206.356354
0.057664	49301.217271
0.073595	60906.559412
0.137745	107387.462729
0.109952	106864.404773
0.117717	83836.852316
0.292363	116668.473870
0.186770	57446.753084
0.082140	124330.786899
0.066739	113728.883861
0.152468	78793.249027
0.075380	136624.019430
0.172070	63624.705512
0.055112	68725.797224
0.114749	112681.700945
0.123518	77476.370358
0.118003	80546.794372
0.116257	101083.344407
0.163599	75584.573505
0.166828	76912.644399
0.301779	102581.081390
0.200359	49871.939887
0.098203	54054.704807
0.098304	88763.254505
0.144787	88591.579748
0.186259	73644.719048
0.154097	67781.769964
0.083099	59657.875006
0.117988	76512.472220
0.117617	72018.213512
0.166615	56973.450247
0.172349	85332.819004
0.187417	63367.676209
0.196648	86229.181365
0.110484	110821.448431
0.339425	111117.490534
0.065180	80675.331020
0.125663	91344.541573
0.237674	74027.863131
0.094067	89293.597675
0.121767	64510.902170
0.086751	65269.513759
0.124538	97398.123867
0.088656	57658.236015
0.139893	49614.279265
0.080632	90273.397484
0.121558	51390.213556
0.131645	69112.805475
0.088396	88507.131178
0.185663	93314.832601
0.186555	121660.011301
0.162777	46377.215484
0.101032	63068.074297
0.175652	98270.049092
0.077699	62777.841865
0.122895	51581.488744
0.093083	101879.037098
0.120337	76180.309766
0.105716	90711.451657
0.060154	122777.681577
0.116556	64528.973474
0.243715	77106.951528
0.210097	64680.529793
0.132957	99878.621432
0.086125	67012.170421
0.060211	82946.137914
0.148512	73015.955981
0.306087	83642.476469
0.078688	49320.957265
0.305944	49048.097697
0.127588	60493.848159
0.135954	74163.982497
0.085063	42847.513616
0.137154	87066.999859
0.246955	66939.158470
0.175422	105134.271059
0.073696	46098.058987
0.227349	87501.714259
0.092806	85009.271381
0.317759	97517.638899
0.194491	25321.565722
0.184455	136376.900792
0.250434	66588.296443
0.305012	99471.442939
0.172249	58702.598660
0.125412	111202.962414
0.205306	107363.728387
0.093857	72458.993362
0.106338	105852.557155
0.196616	53175.002306
0.124725	53369.942950
0.324950	130742.985578
0.062290	43765.857184
0.096427	75220.967810
0.200354	76185.899791
0.101779	102697.107697
0.220000	57301.534811
0.199629	51754.167644
0.097849	30989.634328
0.239451	134010.397794
0.147866	52325.411424
0.093071	123053.160254
0.068311	84605.500605
0.156198	126494.248111
0.064675	27552.288843
0.212409	71623.769457
0.057015	92586.799715
0.192423	78944.392156
0.137370	89574.261264
0.164325	72517.557081
0.073882	100095.206608
0.286812	87605.372980
0.300929	81610.033963
0.231694	54451.360102
0.185734	81249.649597
0.294420	35954.585724
0.176682	35277.504428
0.224638	74047.759317
0.240958	68093.077216
0.315806	37868.297683
0.219761	48102.903045
0.192733	43009.463038
0.074709	154881.084113
0.063426	34679.886398
0.099937	99818.520518
0.079934	87844.851709
0.137477	93829.870672
0.198339	79547.275107
0.356574	114071.519342
0.175192	80234.434720
0.295160	87472.513024
0.076657	63281.493478
0.265399	110836.641616
0.069504	57028.870311
0.147977	88713.450355
0.176432	87145.082331
0.235158	111253.006224
0.150856	51453.419649
0.103065	96331.294211
0.118207	36952.419463
0.334762	61375.106498
0.066172	98705.609793
0.245113	56561.812464
0.239191	101293.095227
0.141279	92724.966118
0.201028	49544.133220
0.312868	69562.665022
0.285191	67717.162883
0.129122	122631.603709
0.223075	66875.705398
0.251883	65249.423602
0.135838	105794.914596
0.183707	112438.402049
0.107320	39650.270436
0.350557	100341.742466
0.177099	70288.709955
0.196963	88453.988578
0.166027	56729.570133
0.198515	71293.592795
0.189726	157968.816616
0.067013	92470.185098
0.050940	30380.344107
0.167919	63392.790620
0.153408	129699.072204
0.222581	99689.569599
0.204990	43885.746598
0.196325	60161.289883
0.141310	112830.680402
0.188808	96494.921641
0.082097	97454.768549
0.161710	99901.328636
0.052056	63038.699247
0.121239	30212.923867
0.104874	83344.002490
0.248769	95295.385783
0.077360	94786.457531
0.109287	156401.781293
0.155082	95081.618443
0.092475	85163.699896
0.257833	57297.074467
0.107303	87684.104475
0.158763	64866.631622
0.079176	73598.099949
0.134194	90060.173254
0.080119	94102.238423
0.199569	86093.479041
0.140727	67781.991960
0.136840	67459.176533
0.111968	32957.947515
0.180748	103026.738620
0.140553	27943.952120
0.203045	76438.921134
0.152859	82661.507099
0.223434	63943.484672
0.175976	62120.906426
0.219502	76849.172587
0.114262	72075.972763
0.140325	78114.114187
0.086097	83057.513487
0.104470	42047.854559
0.125325	81229.768706
0.158203	60269.956102
0.082354	77211.952064
0.110565	110781.926169
0.145032	114521.848553
0.073296	103025.228289
0.148702	108027.728988
0.054058	29697.814205
0.130587	59762.606089
0.125880	99868.231024
0.145440	95841.114113
0.148112	103546.213458
0.171743	74048.489516
0.287343	94844.878300
0.184934	103237.550847
0.267589	70858.203684
0.164539	106884.855501
0.318870	80487.796043
0.319035	64134.572803
0.124437	50849.037946
0.295024	49108.237501
0.128783	91420.115748
0.102187	78721.682120
0.160104	74479.358210
0.186620	84500.264385
0.174607	130213.835702
0.073873	82220.327354
0.152641	67653.196365
0.232722	104803.082703
0.123100	31343.456729
0.169264	74401.363978
0.130457	108971.873350
0.191297	77485.594212
0.148555	94469.096167
0.173691	47277.345023
0.244726	91416.983994
0.190393	58956.911406
0.118861	88695.966409
0.085215	132102.653759
0.078995	89070.410183
0.157979	53198.362319
0.077366	74456.333914
0.352558	71421.095650
0.154541	75257.420886
0.102717	79589.607545
0.083840	76700.251137
0.297600	41981.140659
0.224409	92340.178431
0.240691	43977.726710
0.292930	54183.519711
0.094887	70125.496978
0.206289	83526.145356
0.155751	90405.718784
0.213294	111643.383993
0.145304	44308.225474
0.084435	112995.893483
0.242482	77169.957980
0.151358	39936.639252
0.188067	113411.988398
0.212112	99476.565827
0.097646	80748.334919
0.184968	95765.200987
0.138156	98409.480080
0.224359	86561.922984
0.105984	56973.109220
0.075201	67796.654600
0.218612	61048.528074
0.107615	42912.260149
0.129646	134190.319330
0.101207	60943.250234
0.144206	85025.825635
0.179696	125970.910293
0.128216	98494.455568
0.192884	131365.619320
0.182505	53874.374097
0.142913	60776.387045
0.329779	67760.592602
0.236696	69782.746243
0.107853	84594.950603
0.151847	27433.366423
0.111886	82625.556656
0.288853	56111.901065
0.306931	64099.841137
0.253320	113721.793799
0.203812	85428.665125
0.176024	99664.511465
0.136919	41947.719499
0.214156	94202.788258
0.145232	79066.946259
0.167495	72310.231436
0.143383	69325.261993
0.058696	104541.110851
0.159154	80521.758638
0.097388	77360.092494
0.050647	100464.992060
0.078615	95478.369224
0.103349	84632.159861
0.168649	111438.492873
0.079872	30000.725489
0.161546	82842.286238
0.132416	105656.209722
0.068619	30338.571777
0.102390	72289.302656
0.114523	42190.509751
0.062011	53760.507280
0.183934	116590.535562
0.194659	73135.621196
0.190822	80421.944213
0.196334	75785.123184
0.187654	74605.808077
0.343952	104161.347499
0.111209	55010.090068
0.116194	91348.824734
0.180428	52603.451641
0.082911	100020.719284
0.182529	96528.580971
0.241524	57301.871713
0.234741	112327.522640
0.293735	56699.230687
0.148493	75760.480459
0.303134	75538.395410
0.091053	54243.606709
0.113087	44721.781121
0.188143	51919.317613
0.152843	54993.374620
0.059839	124462.651249
0.197059	72724.491618
0.141508	61916.657957
0.171911	103531.649525
0.107540	86864.332721
0.251194	63740.897018
0.068824	49760.712830
0.161973	90164.666206
0.185380	91163.207680
0.289607	85359.294547
0.178723	103776.206455
0.301001	71369.771149
0.099054	97901.599662
0.063676	53705.880353
0.299461	46211.836602
0.142176	102355.024448
0.236650	90416.550393
0.060714	50399.094435
0.212437	72065.750016
0.118820	96532.934406
0.169202	75643.588270
0.085247	111888.115545
0.186282	72256.477274
0.105731	59325.154581
0.078325	72819.378032
0.064230	35025.127009
0.227390	43979.456644
0.181101	52893.256503
0.164454	39316.212521
0.075961	50198.532476
0.084962	69993.233464
0.155381	73293.904274
0.132421	76040.026357
0.093790	78555.977201
0.344247	44523.123251
0.065630	86328.189384
0.191913	53996.823134
0.131807	71561.907535
0.152765	131796.508686
0.060242	56638.841494
0.164976	105228.305516
0.083661	74533.061883
0.310189	70911.078273
0.186780	98245.611376
0.078606	59169.430066
0.162376	105792.018051
0.097626	100938.968175
0.099229	101148.874425
0.075598	100648.809842
0.178029	91484.130999
0.222650	54820.222274
0.309829	90642.633700
0.096421	49048.809863
0.196475	38380.089379
0.155089	130470.886278
0.198153	59134.653658
0.108749	23146.143388
0.106599	89171.386955
0.061644	62095.281922
0.111828	68329.245682
0.188636	54595.084559
0.245187	118079.927233
0.165556	91958.797572
0.166745	52845.555275
0.097752	64316.030804
0.059586	79562.847162
0.095627	52338.906461
0.114517	88466.581025
0.158226	72052.071097
0.087354	93528.861737
0.126440	129357.113964
0.199980	33037.311302
0.130947	67256.524435
0.127266	120800.111452
0.130773	83562.826222
0.183094	105026.437393
0.125972	95301.263133
0.076587	55522.869602
0.075500	113820.352845
0.058635	67060.974643
0.095203	80769.220011
0.082158	76606.015898
0.155755	53958.671885
0.144883	42815.357699
0.187316	79120.843702
0.116032	83756.906588
0.159083	34732.695511
0.270472	94243.370460
0.123781	160070.212826
0.302153	104576.431826
0.211173	63336.167694
0.143670	98291.531524
0.110584	56943.206299
0.139156	60972.877577
0.259234	115387.421443
0.100843	65387.337093
0.110550	110598.649243
0.133238	63722.259882
0.068968	45207.253943
0.158878	118545.623104
0.209584	48505.315953
0.152920	57265.720269
0.217388	101582.872153
0.060717	137220.772767
0.084603	52094.761995
0.067913	45365.097095
0.115233	51882.193275
0.255420	76314.694855
0.166338	50548.701783
0.075301	59037.081424
0.305734	24585.855255
0.124856	50687.037647
0.287348	62749.718514
0.155941	62488.982728
0.135100	66588.438141
0.241359	82280.097170
0.089272	128484.650903
0.128000	35002.279024
0.100602	99713.177169
0.068912	64240.612033
0.124109	51338.539923
0.084336	92418.270800
0.209485	80722.364529
0.092150	89551.220940
0.096773	39203.140168
0.115099	103328.587581
0.160514	86447.855940
0.103210	80312.002520
0.121582	51515.107452
0.193534	45822.911895
0.069421	97290.094929
0.063218	79443.810041
0.136142	65592.832035
0.136357	104235.844008
0.107355	87693.245265
0.226972	80469.997365
0.143692	120755.957282
0.138189	93549.567025
0.136630	51330.805660
0.170142	79720.919783
0.103675	82103.896467
0.083592	77535.671935
0.097695	81065.464385
0.202695	39396.716140
0.119832	93162.779132
0.178954	78865.366964
0.065620	61946.373795
0.293434	112529.535018
0.087836	96717.618685
0.197992	85261.782663
0.105256	84036.001173
0.119289	118941.287687
0.067392	84959.267506
0.260755	92998.079378
0.076327	78881.953945
0.089619	69028.450774
0.103402	80095.016413
0.338713	116938.642124
0.217555	93318.310994
0.155090	78500.434660
0.100090	115764.443839
0.130742	44019.410753
0.102376	101605.905648
0.184049	49872.500990
0.232465	117633.450871
0.196511	41840.175951
0.120119	63374.969513
0.114099	123723.745743
0.081782	63587.568610
0.155987	99474.389433
0.101891	82054.321801
0.099107	88901.745256
0.144025	116323.585517
0.251859	123966.347066
0.176715	45861.927554
0.052261	118771.029930
0.216655	57186.424712
0.230526	73015.227778
0.183190	68964.044986
0.077818	86849.106103
0.174228	83570.826640
0.150741	50321.100874
0.130615	75574.595115
0.137038	71971.594806
0.162328	99247.380077
0.190521	62190.307250
0.153314	82678.643979
0.058110	51183.740355
0.066714	89716.809778
0.135701	45473.170342
0.090408	110094.891776
0.239054	57384.213146
0.203046	103134.042265
0.100285	40252.566348
0.142901	123860.689501
0.175231	91819.812243
0.120779	51342.123900
0.159179	97674.313855
0.275555	85276.023251
0.210780	78338.879051
0.228167	50467.441724
0.219611	65260.374887
0.203975	98954.373654
0.162614	72267.440222
0.095316	59145.756821
0.164908	120643.427436
0.081461	51704.628527
0.183901	99046.383730
0.155022	134136.465752
0.104970	98974.389682
0.084393	106328.815838
0.123390	117259.793520
0.057819	121945.145795
0.102639	33543.816000
0.233003	68538.978558
0.187379	90114.590841
0.075341	66519.635325
0.210714	73944.083358
0.052973	36154.081391
0.208206	86462.995212
0.212459	123520.412422
0.195213	57049.700534
0.138781	109310.928234
0.093835	44157.558713
0.085681	99875.648197
0.177119	41059.714144
0.209179	68877.933287
0.073282	99581.725698
0.131247	98371.631208
0.119894	96215.084962
0.102052	109760.287775
0.153618	72584.945685
0.065533	68056.733233
0.125230	82204.975699
0.192675	103880.205627
0.066738	96716.965156
0.103483	74199.421642
0.080519	91250.752190
0.227499	126539.594094
0.111763	90417.296268
0.214889	79738.028866
0.258731	57482.079782
0.061382	87345.363529
0.186141	75635.052959
0.093892	109373.579511
0.303719	82211.466404
0.066505	34734.191107
0.160906	109360.220723
0.179951	90506.876260
0.121637	81572.572780
0.147211	61531.267760
0.128734	93552.655137
0.181294	86184.854307
0.096731	35530.174499
0.184094	53383.663535
0.109990	73635.073240
0.188468	52611.348321
0.195160	98408.848336
0.070426	33310.587564
0.150820	47017.640679
0.146953	64972.934676
0.081764	96765.627580
0.217855	62812.435209
0.063566	95093.767629
0.200232	65208.837809
0.102850	116224.067322
0.243921	62600.123582
0.065305	123696.462669
0.221639	122334.946147
0.076671	127085.304054
0.144057	97179.895404
0.121056	104759.722228
0.141152	54976.923245
0.291752	81200.881116
0.125900	120040.673002
0.186963	56056.410496
0.111304	103145.899227
0.148715	92356.512232
0.111879	88194.214662
0.207659	112105.658925
0.357314	94503.692888
0.074388	65801.486250
0.174410	77599.460150
0.115814	53337.605049
0.087325	66945.669074
0.105765	84434.037003
0.105524	54326.537809
0.090790	31549.203420
0.084119	97490.816582
0.082820	96322.228273
0.197411	52874.568789
0.117440	91457.808980
0.291056	71393.706756
0.073856	115891.159665
0.100319	68940.166544
0.055783	82351.526151
0.153814	58584.369676
0.180918	54091.097338
0.082871	72689.476585
0.204134	44458.547794
0.187658	90221.392805
0.153559	115271.441158
0.190730	65195.645685
0.135852	90073.943118
0.125026	28070.489484
0.088504	70454.919753
0.103561	92535.008714
0.116026	73609.612222
0.174590	96482.135201
0.196367	96369.825500
0.226426	98443.797132
0.105914	39425.099502
0.146182	84819.985500
0.244440	98729.940187
0.117791	80071.206185
0.153647	56482.256331
0.175797	58141.153434
0.088555	69746.876664
0.132295	46266.430313
0.227997	75448.222606
0.283916	62066.372971
0.088503	74365.352406
0.201847	68733.589207
0.152172	50192.309472
0.206436	58595.922042
0.145016	56188.950609
0.058458	108041.021483
0.203966	47082.951075
0.222670	53063.569434
0.158462	100223.153552
0.146002	79417.283012
0.085834	72131.003161
0.171493	75735.614153
0.196167	88415.341106
0.096900	99038.785009
0.145432	80681.373258
0.264991	75386.571151
0.115558	79923.611602
0.061921	51622.795964
0.240844	58913.550005
0.165232	80471.179868
0.131679	102672.946912
0.143750	67542.355036
0.124092	81791.414186
0.056847	61786.098257
0.252422	142504.208633
0.254050	113197.387198
0.087321	65375.362320
0.230937	110335.036116
0.095230	52384.040094
0.180061	116687.871734
0.097699	98529.728077
0.080820	40809.043973
0.108504	46977.146532
0.173044	66186.170439
0.189500	74466.478887
0.137680	91278.011832
0.343462	86355.471719
0.140620	84059.950886
0.070296	36747.643283
0.172511	109919.606813
0.244678	63943.685008
0.252165	66350.993598
0.150353	95651.293530
0.137489	42785.268020
0.247243	59712.181311
0.270609	82366.253269
0.204569	106358.349454
0.318151	80490.696111
0.170866	58719.828347
0.188708	93310.612730
0.147283	114466.429624
0.058621	84782.018445
0.218334	55626.302320
0.108849	76431.102403
0.085328	65283.358482
0.137849	26509.964468
0.064634	124664.274449
0.175987	122323.939154
0.135764	70870.382220
0.134349	113182.586968
0.087324	63841.597376
0.065355	26883.604274
0.072421	63412.040866
0.094209	71880.230505
0.158296	99386.053575
0.081523	100694.717879
0.163032	108787.840895
0.141150	96694.482728
0.111193	95529.820151
0.091729	99187.513197
0.215762	92099.396494
0.241105	53419.525079
0.222759	111806.672595
0.113137	109696.479030
0.058244	67239.223694
0.164600	64002.082203
0.167112	93853.181607
0.062845	132716.979137
0.284640	94992.624333
0.285352	116843.864570
0.199529	75895.279634
0.107762	80856.348960
0.222909	80353.039681
0.069924	72998.371064
0.118926	40384.928093
0.181417	128589.923460
0.059101	84607.341333
0.067088	112999.833469
0.273273	84460.584238
0.220481	72905.072997
0.132666	28582.600927
0.133001	57489.411200
0.142053	99673.991183
0.183891	100290.795637
0.270572	57249.053420
0.226150	119753.427615
0.191928	54609.669045
0.148536	77957.579435
0.228812	80223.654012
0.126883	84563.536973
0.173379	110560.755486
0.209755	97652.566759
0.299210	92238.264645
0.070365	83779.995598
0.275299	120436.823033
0.251244	59463.338143
0.161506	67830.041595
0.091233	49169.931667
0.100501	78420.116570
0.194329	100177.435346
0.200103	100663.596187
0.153863	129325.145946
0.128383	140311.614769
0.186685	105818.669210
0.162571	60092.020717
0.211407	72981.926539
0.227772	55607.666188
0.080264	95586.142834
0.168173	117457.141578
0.184260	80317.490167
0.068244	86192.175664
0.059579	47154.353301
0.088491	81655.557662
0.159851	88017.247154
0.077730	55492.660055
0.153991	66448.505198
0.069335	55493.408249
0.071348	67365.621155
0.071319	91449.800931
0.071999	111774.889097
0.139244	74147.449227
0.208233	109516.224554
0.229075	94625.422239
0.087215	100072.717024
0.115068	106999.382988
0.097924	117368.638316
0.242044	57039.932458
0.080187	44490.667057
0.163609	113909.501227
0.311237	78029.064293
0.115293	82447.876914
0.162071	98468.883065
0.226511	72303.725760
0.188356	65499.696008
0.153869	57946.062906
0.080928	92894.445064
0.090268	54315.518787
0.142708	99735.672338
0.151713	54144.681657
0.139625	81043.133471
0.160847	109555.230378
0.203353	82174.206966
0.130892	78901.046344
0.238156	97836.141212
0.345070	64712.703480
0.144787	114783.988570
0.074035	74896.658699
0.102447	132015.212454
